KCNS2	Kv9.2	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	1300
KCNS3	Kv9.3	0	0	0	100	0	0	0	100	0	0	0	100	4.347826087	0	4.347826087	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	1.282051282	0	1.282051282	100	5.629877369	0	5.629877369	1300
KCNH1	Kv10.1	0.909090909	0.909090909	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	13.04347826	13.04347826	0	100	0	0	0	100	25	25	0	100	13.63636364	13.63636364	0	100	0	0	0	100	14.28571429	14.28571429	0	100	0.610997963	0.610997963	0	100	67.48564506	67.48564506	0	1300
KCNH5	Kv10.2	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	4.761904762	0	4.761904762	100	0	0	0	100	0	0	0	100	0.575815739	0	0.575815739	100	5.337720501	0	5.337720501	1300
KCNH2	Kv11.1	11.1662531	10.17369727	0.992555831	100	14.28571429	14.28571429	0	100	11.53846154	11.53846154	0	100	9.523809524	9.523809524	0	100	40	40	0	100	10.52631579	10.52631579	0	100	14.28571429	14.28571429	0	100	0	0	0	100	14.28571429	9.523809524	4.761904762	100	0	0	0	100	0	0	0	100	47.61904762	47.61904762	0	100	60	60	0	100	28.57142857	28.57142857	0	100	9	7.2	1.8	100	270.802459	263.2479984	7.554460593	1300
KCNH6	Kv11.2	0.383141762	0	0.383141762	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0.207039337	0	0.207039337	100	0.5901811	0	0.5901811	1300
KCNH7	Kv11.3	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0.187265918	0	0.187265918	100	0.187265918	0	0.187265918	1300
KCNH8	Kv12.1	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0.313479624	0	0.313479624	100	0.313479624	0	0.313479624	1300
KCNH3	Kv12.2	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	1300
KCNH4	Kv12.3	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	100	0	0	0	1300
